parisin	PROPN
paris	PROPN
 
miss	PROPN
pross	PROPN
inquired	VERB
with	ADP
placidity	NOUN
 
but	CCONJ
it	PRON
may	AUX
be	VERB
soon	ADV
recalled	VERB
and	CCONJ
i	PRON
have	VERB
reason	NOUN
to	PART
think	VERB
will	VERB
be	AUX
 
three	NUM
of	ADP
the	DET
doors	NOUN
she	PRON
opened	VERB
swiftly	ADV
and	CCONJ
looked	VERB
in	ADP
 
i	PRON
have	AUX
observed	VERB
his	DET
daughter	NOUN
repeated	VERB
madame	NOUN
yes	INTJ
i	PRON
have	AUX
observed	VERB
his	DET
daughter	NOUN
more	ADJ
times	NOUN
than	SCONJ
one	NUM
 
the	DET
family	NOUN
name	NOUN
can	VERB
suffer	VERB
from	ADP
me	PRON
in	ADP
no	DET
other	ADJ
for	ADP
i	PRON
bear	VERB
it	PRON
in	ADP
no	DET
other	ADJ
 
had	AUX
he	PRON
ever	ADV
been	VERB
a	DET
spy	NOUN
himself	PRON
 
she	PRON
was	AUX
betrothed	VERB
to	ADP
a	DET
good	ADJ
young	ADJ
man	NOUN
too	ADV
 
all	DET
the	DET
women	NOUN
knitted	VERB
 
but	CCONJ
the	DET
question	NOUN
reminded	VERB
him	PRON
of	ADP
his	DET
work	NOUN
and	CCONJ
he	PRON
bent	VERB
over	ADP
it	PRON
again	ADV
 
he	PRON
had	AUX
been	AUX
known	VERB
in	ADP
england	PROPN
as	SCONJ
charles	PROPN
darnay	PROPN
 
and	CCONJ
gradually	ADV
what	PRON
i	PRON
had	AUX
done	VERB
at	ADP
random	NOUN
seemed	VERB
to	PART
shape	VERB
itself	PRON
into	ADP
a	DET
purpose	NOUN
mr	PROPN
barsad	PROPN
 
the	DET
wood	NOUN
saw	VERB
one	NUM
year	NOUN
and	CCONJ
three	NUM
months	NOUN
 
is	VERB
he	PRON
alone	ADJ
 
he	PRON
had	AUX
already	ADV
glanced	VERB
at	ADP
his	DET
hands	NOUN
more	ADV
than	SCONJ
once	ADV
 
how	ADV
say	VERB
you	PRON
 
monseigneur	NOUN
they	PRON
are	VERB
so	ADV
many	ADJ
they	PRON
increase	VERB
so	ADV
fast	ADV
there	PRON
is	VERB
so	ADV
much	ADJ
want	NOUN
 
inquired	VERB
that	DET
lady	NOUN
thensharply	NOUN
and	CCONJ
yet	ADV
as	SCONJ
if	SCONJ
to	PART
express	VERB
that	SCONJ
she	PRON
bore	VERB
him	PRON
no	DET
malice	NOUN
 
i	PRON
do	AUX
n’t	PART
understand	VERB
 
ah	INTJ
confound	VERB
you	PRON
 
who	PRON
in	ADP
the	DET
slackened	VERB
interest	NOUN
could	VERB
easily	ADV
get	AUX
near	SCONJ
him	PRON
 
give	VERB
me	PRON
your	DET
authority	NOUN
like	SCONJ
a	DET
dear	ADJ
good	ADJ
man	NOUN
 
i	PRON
am	VERB
very	ADV
ignorant	ADJ
and	CCONJ
it	PRON
troubles	VERB
me	PRON
just	ADV
a	DET
little	ADJ
 
no	INTJ
no	INTJ
no	INTJ
you	PRON
are	AUX
too	ADV
young	ADJ
too	ADV
blooming	ADJ
 
i	PRON
am	VERB
the	DET
resurrection	NOUN
and	CCONJ
the	DET
life	NOUN
saith	NOUN
the	DET
lord	NOUN
 
my	DET
friend	NOUN
i	PRON
told	VERB
you	PRON
so	ADV
said	VERB
the	DET
uncle	NOUN
with	ADP
a	DET
fine	ADJ
pulsation	NOUN
in	ADP
the	DET
two	NUM
marks	NOUN
 
sometimes	ADV
it	PRON
was	AUX
given	VERB
in	NOUN
a	DET
tender	ADJ
rain	NOUN
of	ADP
tears	NOUN
and	CCONJ
then	ADV
it	PRON
was	AUX
take	VERB
me	PRON
to	ADP
her	PRON
 
’	PUNCT
but	CCONJ
i	PRON
do	VERB
and	CCONJ
you	PRON
must	AUX
take	VERB
my	DET
word	NOUN
for	ADP
it	PRON
 
to	ADP
no	DET
one	NOUN
 
why	ADV
look	VERB
at	ADP
you	PRON
all	DET
 
this	DET
is	VERB
she	PRON
 
i	PRON
am	VERB
sorry	ADJ
to	PART
hear	VERB
you	PRON
putting	VERB
any	DET
such	ADJ
extraordinary	ADJ
questions	NOUN
 
sometimes	ADV
the	DET
broken	ADJ
reply	NOUN
was	AUX
wait	NOUN
 
i	PRON
know	VERB
you	PRON
evrémonde	PROPN
i	PRON
saw	VERB
you	PRON
before	ADP
the	DET
tribunal	PROPN
today	NOUN
 
who	PRON
threw	VERB
that	DET
 
‘	PUNCT
not	PART
dead	ADJ
’	PUNCT
said	VERB
i	PRON
‘	PUNCT
but	CCONJ
like	INTJ
to	PART
die	VERB
 
roar	VERB
and	CCONJ
roar	VERB
 
the	DET
spy	PROPN
withdrew	VERB
and	CCONJ
carton	PROPN
seated	VERB
himself	PRON
at	ADP
the	DET
table	NOUN
resting	VERB
his	DET
forehead	NOUN
on	ADP
his	DET
hands	NOUN
 
speak	VERB
well	ADV
of	ADP
the	DET
law	NOUN
 
you	PRON
are	AUX
the	DET
quickest	ADJ
messenger	NOUN
i	PRON
know	VERB
and	CCONJ
will	AUX
get	VERB
to	ADP
temple	PROPN
bar	PROPN
long	ADV
before	ADP
i	PRON
can	VERB
 
and	CCONJ
walked	VERB
with	ADP
a	DET
settled	ADJ
step	NOUN
downstairs	ADV
 
all	DET
his	DET
fellows	NOUN
stooped	VERB
to	PART
look	VERB
under	ADP
the	DET
carriage	NOUN
 
it	PRON
all	DET
tended	VERB
to	ADP
a	DET
good	ADJ
end	NOUN
my	DET
friend	NOUN
it	PRON
was	VERB
not	PART
mere	ADJ
waste	NOUN
and	CCONJ
ruin	NOUN
 
i	PRON
must	AUX
bear	VERB
it	PRON
if	SCONJ
you	PRON
let	VERB
it	PRON
in	ADP
 
did	AUX
they	PRON
alight	VERB
on	ADP
the	DET
road	NOUN
in	ADP
the	DET
course	NOUN
of	ADP
the	DET
night	NOUN
 
will	AUX
you	PRON
promise	VERB
not	PART
to	PART
press	VERB
one	NUM
question	NOUN
on	ADP
me	PRON
if	SCONJ
i	PRON
beg	VERB
you	PRON
not	PART
to	PART
ask	VERB
it	PRON
 
the	DET
village	NOUN
looks	VERB
at	ADP
him	PRON
by	ADP
stealth	NOUN
for	ADP
it	PRON
is	VERB
afraid	ADJ
 
the	DET
latter	ADJ
so	ADV
received	VERB
it	PRON
and	CCONJ
remained	VERB
silent	ADJ
 
said	VERB
miss	PROPN
pross	PROPN
 
it	PRON
is	VERB
hard	ADJ
for	ADP
me	PRON
to	PART
speak	VERB
of	ADP
her	PRON
at	ADP
any	DET
time	NOUN
 
cried	VERB
the	DET
same	ADJ
scowling	NOUN
redcap	NOUN
 
he	PRON
is	VERB
among	ADP
us	PRON
 
he	PRON
and	CCONJ
his	DET
books	NOUN
were	VERB
in	ADP
frequent	ADJ
requisition	NOUN
as	SCONJ
to	ADP
property	NOUN
confiscated	VERB
and	CCONJ
made	VERB
national	ADJ
 
to	ADP
both	DET
he	PRON
wrote	VERB
that	SCONJ
he	PRON
would	AUX
despatch	VERB
letters	NOUN
in	ADP
proof	NOUN
of	ADP
his	DET
safety	NOUN
immediately	ADV
after	ADP
his	DET
arrival	NOUN
 
not	PART
of	ADP
late	ADJ
years	NOUN
 
i	PRON
demand	VERB
of	ADP
heaven	PROPN
will	AUX
he	PRON
not	PART
come	VERB
to	PART
deliver	VERB
me	PRON
 
there	PRON
is	VERB
no	DET
help	NOUN
for	ADP
you	PRON
in	ADP
any	DET
action	NOUN
on	ADP
your	DET
part	NOUN
tonight	NOUN
you	PRON
can	AUX
not	PART
possibly	ADV
stir	VERB
out	ADP
 
it	PRON
stood	VERB
before	ADP
my	DET
disturbed	ADJ
sense	NOUN
of	ADP
sight	NOUN
but	CCONJ
it	PRON
never	ADV
moved	VERB
 
save	VERB
him	PRON
now	ADV
my	DET
doctor	NOUN
save	VERB
him	PRON
 
how	ADV
do	AUX
you	PRON
call	VERB
the	DET
man	NOUN
 
not	PART
much	ADV
boiling	ADJ
down	ADP
to	PART
be	AUX
done	VERB
tonight	NOUN
memory	PROPN
said	VERB
mr	PROPN
stryver	PROPN
gaily	ADV
as	SCONJ
he	PRON
looked	VERB
among	ADP
his	DET
papers	NOUN
 
mr	PROPN
lorry	PROPN
’s	PART
eyes	NOUN
were	AUX
again	ADV
attracted	VERB
to	ADP
his	DET
face	NOUN
 
as	SCONJ
i	PRON
was	AUX
saying	VERB
her	PRON
look	NOUN
so	ADV
discomposed	VERB
him	PRON
that	SCONJ
he	PRON
stopped	VERB
wandered	ADJ
and	CCONJ
began	VERB
anew	ADV
 
and	CCONJ
the	DET
friend	NOUN
i	PRON
purpose	VERB
to	ADP
myself	PRON
to	PART
win	VERB
is	VERB
mr	PROPN
barsad	PROPN
 
genuine	ADJ
truth	NOUN
mr	PROPN
darnay	PROPN
trust	VERB
me	PRON
 
nothing	ADV
but	SCONJ
supper	NOUN
now	ADV
said	VERB
the	DET
mender	NOUN
of	ADP
roads	NOUN
with	ADP
a	DET
hungry	ADJ
face	NOUN
 
i	PRON
will	VERB
not	PART
rest	VERB
a	DET
moment	NOUN
 
the	DET
faintness	NOUN
of	ADP
the	DET
voice	NOUN
was	VERB
pitiable	ADJ
and	CCONJ
dreadful	ADJ
 
but	CCONJ
they	PRON
have	AUX
found	VERB
him	PRON
alive	ADJ
hiding	NOUN
in	ADP
the	DET
country	NOUN
and	CCONJ
have	AUX
brought	VERB
him	PRON
in	ADP
 
light	PROPN
monsieur	PROPN
my	DET
nephew	NOUN
to	ADP
his	DET
chamber	NOUN
there	ADV
 
i	PRON
to	PART
identify	VERB
him	PRON
if	SCONJ
i	PRON
can	VERB
 
he	PRON
will	VERB
perish	VERB
 
but	CCONJ
my	DET
dear	NOUN
 
but	CCONJ
there	PRON
are	AUX
no	DET
such	ADJ
decrees	NOUN
yet	ADV
 
there	PRON
may	VERB
be	VERB
many	ADJ
more	ADJ
for	ADP
all	DET
that	DET
he	PRON
can	VERB
say	VERB
but	CCONJ
he	PRON
knows	VERB
of	ADP
one	NUM
 
that	SCONJ
i	PRON
do	VERB
so	ADV
is	AUX
no	DET
subject	NOUN
for	ADP
regret	NOUN
or	CCONJ
grief	NOUN
 
i	PRON
beg	VERB
your	DET
pardon	NOUN
 
the	DET
sights	NOUN
he	PRON
had	AUX
seen	VERB
there	ADV
with	ADP
brief	ADJ
snatches	NOUN
of	ADP
food	NOUN
and	CCONJ
sleep	NOUN
by	ADP
intervals	NOUN
shall	VERB
remain	VERB
untold	ADJ
 
demanded	VERB
a	DET
resolute	ADJ
looking	VERB
man	NOUN
in	ADP
authority	NOUN
who	PRON
was	AUX
summoned	VERB
out	ADP
by	ADP
the	DET
guard	NOUN
 
the	DET
family	NOUN
honour	NOUN
sir	NOUN
is	AUX
safe	ADJ
from	ADP
me	PRON
in	ADP
this	DET
country	NOUN
 
in	ADP
the	DET
king	NOUN
’s	PART
name	NOUN
all	DET
of	ADP
you	PRON
 
she	PRON
is	VERB
yours	DET
 
above	ADP
a	DET
heap	NOUN
of	ADP
dust	NOUN
and	CCONJ
ashes	NOUN
in	ADP
the	DET
court	NOUN
ran	VERB
the	DET
letters	NOUN
 
her	DET
father	NOUN
and	CCONJ
their	DET
old	ADJ
friend	NOUN
got	VERB
into	ADP
it	PRON
and	CCONJ
he	PRON
took	VERB
his	DET
seat	NOUN
beside	ADP
the	DET
driver	NOUN
 
i	PRON
wonder	VERB
you	PRON
are	AUX
not	PART
ashamed	ADJ
to	PART
mention	VERB
the	DET
name	NOUN
of	ADP
lucie	PROPN
 
do	VERB
so	ADV
implicitly	ADV
 
relieved	VERB
as	SCONJ
his	DET
mind	NOUN
reverted	VERB
to	ADP
that	SCONJ
he	PRON
answered	VERB
 
’	PUNCT
asked	VERB
the	DET
younger	ADJ
brother	NOUN
 
you	PRON
will	VERB
find	VERB
a	DET
fine	ADJ
seacoal	ADJ
fire	NOUN
sir	NOUN
 
he	PRON
was	VERB
smoother	ADJ
and	CCONJ
more	ADV
polite	ADJ
to	ADP
me	PRON
than	SCONJ
the	DET
elder	NOUN
but	CCONJ
i	PRON
saw	VERB
this	DET
 
death	NOUN
has	AUX
done	VERB
that	DET
 
keep	VERB
me	PRON
my	DET
usual	ADJ
chair	NOUN
 
how	ADV
do	AUX
you	PRON
choose	VERB
them	PRON
 
i	PRON
have	AUX
observed	VERB
her	PRON
in	ADP
the	DET
court	NOUN
and	CCONJ
i	PRON
have	AUX
observed	VERB
her	PRON
in	ADP
the	DET
street	NOUN
by	ADP
the	DET
prison	NOUN
 
i	PRON
feel	VERB
certain	ADJ
of	ADP
it	PRON
 
no	INTJ
you	PRON
wicked	ADJ
foreign	ADJ
woman	NOUN
i	PRON
am	VERB
your	DET
match	NOUN
 
he	PRON
was	AUX
arrested	VERB
by	ADP
the	DET
quick	ADJ
arrival	NOUN
of	ADP
another	DET
man	NOUN
for	ADP
whom	PRON
the	DET
rest	NOUN
made	VERB
way	NOUN
 
it	PRON
was	VERB
so	ADV
very	ADV
long	ADV
ago	ADV
 
something	PRON
that	DET
crossed	VERB
me	PRON
 
i	PRON
leave	VERB
you	PRON
to	PART
judge	VERB
what	PRON
a	DET
damp	ADJ
way	NOUN
of	ADP
earning	VERB
a	DET
living	NOUN
mine	NOUN
is	VERB
 
they	PRON
joined	VERB
hands	NOUN
and	CCONJ
the	DET
man	NOUN
sat	VERB
down	ADP
on	ADP
the	DET
heap	NOUN
of	ADP
stones	NOUN
 
from	ADP
the	DET
uniform	NOUN
 
it	PRON
was	VERB
cruel	ADJ
cruel	ADJ
 
how	ADV
do	AUX
they	PRON
call	VERB
that	DET
man	NOUN
 
would	VERB
n’t	PART
she	PRON
weep	VERB
for	ADP
you	PRON
 
the	DET
sagacity	NOUN
of	ADP
the	DET
man	NOUN
of	ADP
business	NOUN
perceived	VERB
an	DET
advantage	NOUN
here	ADV
and	CCONJ
determined	ADJ
to	PART
hold	VERB
it	PRON
 
you	PRON
see	VERB
i	PRON
am	AUX
informed	VERB
of	ADP
the	DET
circumstances	NOUN
 
you	PRON
know	VERB
all	DET
the	DET
men	NOUN
of	ADP
this	DET
part	NOUN
of	ADP
the	DET
country	NOUN
 
he	PRON
will	AUX
then	ADV
let	VERB
you	PRON
in	ADP
 
but	CCONJ
the	DET
frightened	ADJ
valet	NOUN
had	AUX
got	VERB
down	ADP
in	ADP
a	DET
hurry	NOUN
and	CCONJ
there	PRON
were	VERB
twenty	NUM
hands	NOUN
at	ADP
the	DET
horses	NOUN
’	PART
bridles	NOUN
 
i	PRON
saw	VERB
her	PRON
pass	VERB
me	PRON
on	ADP
the	DET
road	NOUN
 
it	PRON
would	AUX
kill	VERB
me	PRON
if	SCONJ
i	PRON
saw	VERB
her	PRON
too	ADV
soon	ADV
 
all	DET
the	DET
voices	NOUN
were	VERB
in	ADP
the	DET
prisoner	NOUN
’s	PART
favour	NOUN
and	CCONJ
the	DET
president	PROPN
declared	VERB
him	PRON
free	ADJ
 
she	PRON
came	VERB
down	ADP
from	ADP
her	DET
bed	NOUN
to	PART
look	VERB
at	ADP
him	PRON
in	ADP
his	DET
sleep	NOUN
that	DET
night	NOUN
 
the	DET
two	NUM
spectators	NOUN
started	VERB
forward	ADV
but	CCONJ
she	PRON
stayed	VERB
them	PRON
with	ADP
a	DET
motion	NOUN
of	ADP
her	DET
hand	NOUN
 
so	ADV
sunken	ADJ
and	CCONJ
suppressed	VERB
it	PRON
was	VERB
that	SCONJ
it	PRON
was	VERB
like	SCONJ
a	DET
voice	NOUN
underground	ADV
 
deep	ADJ
ditches	NOUN
double	ADJ
drawbridge	NOUN
massive	ADJ
stone	NOUN
walls	NOUN
eight	NUM
great	ADJ
towers	NOUN
cannon	NOUN
muskets	NOUN
fire	NOUN
and	CCONJ
smoke	NOUN
 
i	PRON
made	VERB
the	DET
patient	ADJ
swallow	NOUN
with	ADP
great	ADJ
difficulty	NOUN
and	CCONJ
after	ADP
many	ADJ
efforts	NOUN
the	DET
dose	VERB
that	DET
i	PRON
desired	VERB
to	PART
give	VERB
 
the	DET
third	ADJ
day	NOUN
came	VERB
and	CCONJ
went	VERB
the	DET
fourth	ADJ
the	DET
fifth	ADJ
 
i	PRON
have	VERB
no	DET
hope	NOUN
said	VERB
mr	PROPN
lorry	PROPN
in	ADP
a	DET
low	ADJ
and	CCONJ
sorrowful	ADJ
whisper	NOUN
 
then	ADV
we	PRON
will	AUX
take	VERB
him	PRON
a	DET
ride	NOUN
into	ADP
the	DET
country	NOUN
and	CCONJ
dine	VERB
there	ADV
and	CCONJ
all	DET
will	AUS
be	VERB
well	ADV
 
there	PRON
’s	VERB
the	DET
roll	NOUN
of	ADP
them	PRON
dreadful	ADJ
carts	NOUN
 
now	ADV
and	CCONJ
then	ADV
said	VERB
miss	PROPN
pross	PROPN
 
is	AUX
it	PRON
possible	ADJ
 
that	SCONJ
she	PRON
may	VERB
be	VERB
able	ADJ
to	PART
recognise	VERB
the	DET
faces	NOUN
and	CCONJ
know	VERB
the	DET
persons	NOUN
 
into	ADP
the	DET
court	NOUN
sir	NOUN
 
heaven	PROPN
be	VERB
with	ADP
you	PRON
 
we	PRON
thank	VERB
you	PRON
with	ADP
all	DET
our	DET
hearts	NOUN
and	CCONJ
all	DET
our	DET
love	NOUN
and	CCONJ
duty	NOUN
 
give	VERB
it	PRON
me	PRON
 
but	CCONJ
her	DET
courage	NOUN
was	VERB
of	ADP
that	DET
emotional	ADJ
nature	NOUN
that	DET
it	PRON
brought	VERB
the	DET
irrepressible	ADJ
tears	NOUN
into	ADP
her	DET
eyes	NOUN
 
’	PUNCT
she	PRON
kissed	VERB
the	DET
boy	NOUN
and	CCONJ
said	VERB
caressing	VERB
him	PRON
‘	PUNCT
it	PRON
is	VERB
for	ADP
thine	PROPN
own	ADJ
dear	ADJ
sake	NOUN
 
that	DET
is	VERB
the	DET
fact	NOUN
 
you	PRON
can	AUX
not	PART
answer	VERB
this	DET
 
what	PRON
did	AUX
he	PRON
live	VERB
upon	SCONJ
 
better	ADV
as	SCONJ
it	PRON
is	AUX
 
yes	INTJ
i	PRON
am	AUX
very	ADV
much	ADV
put	VERB
out	ADP
 
said	VERB
carton	PROPN
with	ADP
a	DET
careless	ADJ
wave	NOUN
of	ADP
his	DET
hand	NOUN
as	SCONJ
if	SCONJ
he	PRON
waved	VERB
that	SCONJ
away	ADV
 
it	PRON
began	VERB
to	PART
be	AUX
rumoured	VERB
that	SCONJ
the	DET
jury	NOUN
would	AUX
be	VERB
out	ADP
a	DET
long	ADJ
while	NOUN
 
when	ADV
i	PRON
ask	VERB
you	PRON
to	PART
pass	VERB
out	ADP
at	ADP
that	DET
door	NOUN
tell	VERB
me	PRON
it	PRON
is	VERB
madness	NOUN
and	CCONJ
remain	VERB
here	ADV
 
is	VERB
that	SCONJ
the	DET
sort	NOUN
of	ADP
fellow	NOUN
 
of	ADP
her	DET
outward	ADJ
appearance	NOUN
i	PRON
know	VERB
no	ADV
more	ADJ
than	SCONJ
that	SCONJ
she	PRON
was	VERB
like	SCONJ
her	DET
mother	NOUN
 
here	ADV
is	VERB
my	DET
husband	NOUN
 
ask	VERB
him	PRON
is	VERB
that	DET
so	ADV
 
however	ADV
i	PRON
am	AUX
not	PART
going	VERB
said	VERB
charles	PROPN
darnay	PROPN
with	ADP
a	DET
smile	NOUN
 
when	ADV
mr	PROPN
lorry	PROPN
had	AUX
finished	VERB
his	DET
breakfast	NOUN
he	PRON
went	VERB
out	ADP
for	ADP
a	DET
stroll	NOUN
on	ADP
the	DET
beach	NOUN
 
monseigneur	PROPN
was	AUX
about	ADJ
to	PART
take	VERB
his	DET
chocolate	NOUN
 
i	PRON
go	VERB
through	ADP
no	DET
streets	NOUN
and	CCONJ
past	ADP
no	DET
fountains	NOUN
 
but	CCONJ
mr	PROPN
darnay	PROPN
oblivion	NOUN
is	VERB
not	PART
so	ADV
easy	ADJ
to	ADP
me	PRON
as	SCONJ
you	PRON
represent	VERB
it	PRON
to	PART
be	VERB
to	ADP
you	PRON
 
had	VERB
you	PRON
any	DET
conversation	NOUN
with	ADP
the	DET
prisoner	NOUN
 
i	PRON
have	VERB
my	DET
leave	NOUN
to	PART
pass	VERB
 
and	CCONJ
now	ADV
i	PRON
’ll	AUX
have	VERB
no	DET
more	ADJ
drink	NOUN
i	PRON
’ll	AUX
get	VERB
to	ADP
bed	NOUN
 
foulon	PROPN
who	PRON
told	VERB
the	DET
starving	VERB
people	NOUN
they	PRON
might	AUX
eat	VERB
grass	NOUN
 
i	PRON
tell	VERB
you	PRON
once	ADV
for	ADP
